prediction,ground_truth,anls_score,exact_match
pole,statue,0.0,False
apples,apple,0.8333333333333334,False
skate park,skate park,1.0,True
wii,wii,1.0,True
fireplace,pillows,0.0,False
pizza,hand,0.0,False
not possible,christmas,0.0,False
window sill,window sill,1.0,True
circle,top,0.0,False
plane,plane,1.0,True
bathroom,bathroom,1.0,True
down,jumping,0.0,False
bag,papers,0.0,False
laptop,picture,0.0,False
tracks,tracks,1.0,True
rectangle,rectangle,1.0,True
left,45,0.0,False
horse,horse,1.0,True
red and white,green,0.0,False
man,boy,0.0,False
flowers,flowers,1.0,True
male,male,1.0,True
pink,yellow,0.0,False
1,0,0.0,False
summer,summer,1.0,True
sleeping,sleeping,1.0,True
giraffes,giraffes,1.0,True
horse,horse,1.0,True
0,4,0.0,False
pink,pink,1.0,True
umbrella,umbrella,1.0,True
grass,front,0.0,False
lab,german shepherd,0.0,False
surfer,man,0.0,False
carrots,carrots,1.0,True
carrots,carrot,0.8571428571428572,False
fire hydrant,hat,0.0,False
cat,laptop,0.0,False
raining,rain,0.5714285714285714,False
urban,urban,1.0,True
left,left,1.0,True
giraffe,giraffe,1.0,True
sandwich,sandwich,1.0,True
elephants,tree,0.0,False
0,0,1.0,True
cake,cake,1.0,True
main,dirt,0.0,False
skateboard,skateboard,1.0,True
window,above sink,0.0,False
desk,monitor,0.0,False
city,outside,0.0,False
kite,kite,1.0,True
beach,beach,1.0,True
10,6,0.0,False
table,table,1.0,True
middle,middle,1.0,True
kites,kites,1.0,True
tennis racket,tennis racket,1.0,True
snow,sign,0.0,False
cold,snow,0.0,False
playing baseball,batting,0.0,False
england,england,1.0,True
wire,wood,0.0,False
food,pot,0.0,False
man,balance,0.0,False
birds,mountain,0.0,False
tabby,tiger,0.0,False
cars,cars,1.0,True
wet,clean,0.0,False
green,red,0.0,False
nothing,water,0.0,False
kitchen,kitchen,1.0,True
posing,walking,0.0,False
sidewalk,sidewalk,1.0,True
calm,ocean,0.0,False
9,0,0.0,False
stripes,plaid,0.0,False
kite,kite,1.0,True
plate,napkin,0.0,False
day,night,0.0,False
playing tennis,watching,0.0,False
0,5,0.0,False
modern,2000,0.0,False
many,many,1.0,True
sheep,sheep,1.0,True
glove,nothing,0.0,False
12,1,0.5,False
tennis,tennis,1.0,True
pink,black,0.0,False
lamp,blanket,0.0,False
chocolate,chocolate,1.0,True
parking meter,parking meter,1.0,True
7,10,0.0,False
surfing,surfing,1.0,True
outside,park,0.0,False
bird,bird,1.0,True
tv,woman,0.0,False
left,north,0.0,False
bathroom,bathroom,1.0,True
knife,cutting,0.0,False
winter,winter,1.0,True
grass,grass,1.0,True
cows,chicken,0.0,False
9,24,0.0,False
tile,tile,1.0,True
clear,clear,1.0,True
mountain,downhill,0.0,False
daisy,daisies,0.5714285714285714,False
goggles,stripes,0.0,False
bed,bed,1.0,True
0,3,0.0,False
ham,bacon,0.0,False
tile,tile,1.0,True
backpack,cat,0.0,False
donuts,donuts,1.0,True
chihuahua,husky,0.0,False
1,4,0.0,False
snow,snow,1.0,True
dishes,nothing,0.0,False
rectangle,circle,0.0,False
apple,apple,1.0,True
outside,outside,1.0,True
cloudy,clear,0.0,False
playing soccer,playing soccer,1.0,True
9,7,0.0,False
3,3,1.0,True
short,short,1.0,True
9,lot,0.0,False
counter,trash,0.0,False
horses,horses,1.0,True
9,11,0.0,False
sunny,sunny,1.0,True
tennis,tennis,1.0,True
military,military,1.0,True
bathroom,bathroom,1.0,True
kites,kites,1.0,True
palm,pine,0.0,False
sandwich,eat,0.0,False
carrots,vegetable,0.0,False
orange,green,0.0,False
slow,west,0.0,False
20,28,0.5,False
clock tower,clock tower,1.0,True
down,out,0.0,False
graffiti,man,0.0,False
snowboarding,snowboarding,1.0,True
0,0,1.0,True
on tower,on tower,1.0,True
9,13,0.0,False
glass,glass,1.0,True
electricity,15,0.0,False
spoon,spoon,1.0,True
dodgers,red sox,0.0,False
plane,plane,1.0,True
pizza,pizza,1.0,True
dinner,dinner,1.0,True
outside,france,0.0,False
motorcycles,bikes,0.0,False
donut,donut,1.0,True
commercial,commercial,1.0,True
kitchen,kitchen,1.0,True
round,round,1.0,True
gray,camo,0.0,False
emirates,air france,0.0,False
stop,driving,0.0,False
collar,pillow,0.0,False
tennis,tennis,1.0,True
skiing,skiing,1.0,True
umbrella,umbrella,1.0,True
wall,first,0.0,False
red,gray,0.0,False
adidas,adidas,1.0,True
gas,electric,0.0,False
pan,pizza,0.0,False
on building,outside,0.0,False
cheese,broccoli,0.0,False
fish,dinner,0.0,False
day,day,1.0,True
field,nowhere,0.0,False
on wall,head,0.0,False
sandwich,sandwich,1.0,True
milk,cup,0.0,False
tomato,lemon,0.0,False
japan,passenger,0.0,False
concrete,flat,0.0,False
skateboarding,skateboarding,1.0,True
metal,wood,0.0,False
camera,camera,1.0,True
christmas,halloween,0.0,False
skis,skis,1.0,True
broccoli,carrots,0.0,False
electric,very,0.0,False
towel,no one,0.0,False
round,curly,0.0,False
3,2,0.0,False
parrot,fish,0.0,False
desk,laptop,0.0,False
zebras,zebras,1.0,True
graffiti,graffiti,1.0,True
grass,grass,1.0,True
gas,china,0.0,False
metal,metal,1.0,True
cows,sheep,0.0,False
stop,stop,1.0,True
black and white,black and white,1.0,True
floral,stripes,0.0,False
propeller,propeller,1.0,True
frisbee,frisbee,1.0,True
fall,summer,0.0,False
tan,green,0.0,False
north,west,0.0,False
sandwich,sandwich,1.0,True
chicken,pig,0.0,False
green,gray,0.0,False
bike,water,0.0,False
new,new,1.0,True
surf,surf,1.0,True
floor,floor,1.0,True
snow,snow,1.0,True
oven,gas,0.0,False
clear,clear,1.0,True
no one,man,0.0,False
tv,speaker,0.0,False
12,0,0.0,False
grass,cows,0.0,False
beer,beer,1.0,True
wine,wine,1.0,True
0,0,1.0,True
outside,parade,0.0,False
30,50,0.5,False
living room,outside,0.0,False
teddy bears,chandelier,0.0,False
snowboarding,snowboarding,1.0,True
cloudy,cloudy,1.0,True
birthday,birthday,1.0,True
drinking,drinking,1.0,True
lemon,grilled,0.0,False
wii,wii,1.0,True
skateboarding,skateboarding,1.0,True
kitchen,kitchen,1.0,True
3,0,0.0,False
train,eating,0.0,False
snowboarding,snowboarding,1.0,True
yellow and blue,yellow and blue,1.0,True
usa,england,0.0,False
1,3,0.0,False
kitchen,kitchen,1.0,True
right,left,0.0,False
skiing,skiing,1.0,True
red and white,blue and white,0.7142857142857143,False
safety,skiing,0.0,False
bedroom,bedroom,1.0,True
thin,thin,1.0,True
tv,plant,0.0,False
pizza,pizza,1.0,True
street,coca cola,0.0,False
seagull,seagull,1.0,True
on wall,wall,0.5714285714285714,False
breakfast,breakfast,1.0,True
white and green,green and yellow,0.0,False
cell phones,cell phones,1.0,True
giraffe,giraffe,1.0,True
3,8,0.0,False
sandwich,sandwich,1.0,True
purple,yellow,0.0,False
left,left,1.0,True
train,train station,0.0,False
wall,table,0.0,False
jeans,camo,0.0,False
tv,electronics,0.0,False
apple,apple,1.0,True
pan,rack,0.0,False
dunkin donuts,dunkin donuts,1.0,True
safety,safety,1.0,True
carrot,carrot,1.0,True
flowers,tree,0.0,False
evening,daytime,0.0,False
farm,halloween,0.0,False
skateboarder,camera,0.0,False
fork,fork,1.0,True
suit,casual,0.0,False
lettuce,tomato,0.0,False
skateboard,street,0.0,False
silver,silver,1.0,True
ski poles,clothes,0.0,False
on table,table,0.625,False
giraffe,giraffe,1.0,True
w,w,1.0,True
bed,bed,1.0,True
bench,right,0.0,False
sign,trash can,0.0,False
bike,bike,1.0,True
bananas,camera,0.0,False
kite,kite,1.0,True
brown and white,brown,0.0,False
flying kite,sitting,0.0,False
chocolate,knife,0.0,False
right,handle,0.0,False
zebra,zebra,1.0,True
lab,collie,0.0,False
tile,tile,1.0,True
gas,gas,1.0,True
woman,man,0.6,False
pm,pm,1.0,True
helmet,stripes,0.0,False
sheep,light,0.0,False
12,5,0.0,False
walking,sitting,0.0,False
carpet,carpet,1.0,True
goggles,smiling,0.0,False
5,4,0.0,False
left,forward,0.0,False
red and white,red and yellow,0.5714285714285714,False
samsung,apple,0.0,False
sand,rocks,0.0,False
night,night,1.0,True
wood,plastic,0.0,False
counter,counter,1.0,True
shorts,jacket,0.0,False
pink,pink,1.0,True
summer,summer,1.0,True
1,3,0.0,False
fireplace,flowers,0.0,False
double decker,bus,0.0,False
graffiti,graffiti,1.0,True
surfboard,surfboard,1.0,True
floor,chair,0.0,False
fire hydrant,ground,0.0,False
8,5,0.0,False
knife,fork,0.0,False
red,camo,0.0,False
many,10,0.0,False
oranges,oranges,1.0,True
wood,wood,1.0,True
umbrella,railing,0.0,False
catcher,catcher,1.0,True
rectangle,car,0.0,False
bathroom,bathroom,1.0,True
bear,fish,0.0,False
elephant,elephant,1.0,True
hat,hat,1.0,True
calm,calm,1.0,True
black and white,white and black,0.0,False
away,stop,0.0,False
mountains,dirt,0.0,False
kite,kite,1.0,True
glasses,sad,0.0,False
pizza,pizza,1.0,True
bird,fish,0.0,False
birthday,birthday,1.0,True
soccer,soccer,1.0,True
trees,tree,0.8,False
lot,winter,0.0,False
giraffes,giraffe,0.875,False
sandwich,pizza,0.0,False
grass,shade,0.0,False
soccer,soccer,1.0,True
marble,cardboard,0.0,False
chair,mirror,0.0,False
bathroom,bottom,0.5,False
ball,ball,1.0,True
playing wii,playing wii,1.0,True
on table,oven,0.0,False
train,train,1.0,True
woman,man,0.6,False
bike,parking,0.0,False
bench,dock,0.0,False
polka dot,flowers,0.0,False
table,chair,0.0,False
nike,boston,0.0,False
on counter,on shelf,0.0,False
wine,wine,1.0,True
kitchen,dining room,0.0,False
chef,can,0.0,False
french fries,french fries,1.0,True
yellow,orange,0.0,False
plane,car,0.0,False
birds,pigeons,0.0,False
standing,standing,1.0,True
9,7,0.0,False
tulips,roses,0.0,False
strawberry,daisy,0.0,False
apples,apples,1.0,True
tree,tree,1.0,True
black and white,german shepherd,0.0,False
stripes,houses,0.0,False
happy,halloween,0.0,False
surfboard,bike,0.0,False
cat,cross,0.0,False
remote,remote,1.0,True
snow,snow,1.0,True
cloudy,clear,0.0,False
9,12,0.0,False
stop,parking,0.0,False
jeans,helmet,0.0,False
cat,cat,1.0,True
sunny,sunny,1.0,True
black and white,brown and white,0.7333333333333334,False
on tracks,station,0.0,False
salad,salad,1.0,True
on counter,on counter,1.0,True
bat,bat,1.0,True
towel,curtain,0.0,False
floor,floor,1.0,True
left,right,0.0,False
china,china,1.0,True
purple,red,0.0,False
afternoon,morning,0.0,False
train,train,1.0,True
living room,living room,1.0,True
table,on shelf,0.0,False
cat,cat,1.0,True
pm,pm,1.0,True
grass,dirt,0.0,False
sheep,sheep,1.0,True
plastic,car,0.0,False
windows,windows,1.0,True
real,real,1.0,True
tan,pink,0.0,False
wii remote,wii remote,1.0,True
laptop,phone,0.0,False
tan,white and black,0.0,False
0,5,0.0,False
bus,transportation,0.0,False
snowboard,snow,0.0,False
oven,food,0.0,False
elephants,elephants,1.0,True
england,united states,0.0,False
horse,horse,1.0,True
nike,adidas,0.0,False
grass,fence,0.0,False
one way,pole,0.0,False
7,2,0.0,False
mountains,mountains,1.0,True
hot dog,hot dog,1.0,True
grass,grass,1.0,True
car,car,1.0,True
8,4,0.0,False
day,night,0.0,False
giraffes,giraffe,0.875,False
table,couch,0.0,False
wii,wii,1.0,True
on,on,1.0,True
giraffe,deer,0.0,False
many,many,1.0,True
tie,tie,1.0,True
man,no one,0.0,False
9,15,0.0,False
sky,above,0.0,False
wii remote,controller,0.0,False
left,left,1.0,True
squares,square,0.8571428571428572,False
surfing,surfing,1.0,True
fall,winter,0.0,False
lamp,woman,0.0,False
grass,grass,1.0,True
round,flower,0.0,False
coffee,dessert,0.0,False
dining room,dining room,1.0,True
bench,bench,1.0,True
giraffe,trees,0.0,False
square,rectangle,0.0,False
slow,fast,0.0,False
dinner,posing,0.0,False
surfboard,surfboard,1.0,True
walking,playing,0.0,False
surfing,swimming,0.5,False
dell,scissors,0.0,False
female,female,1.0,True
wood,wood,1.0,True
smoke,smoke,1.0,True
london,downtown,0.5,False
wetsuit,wetsuit,1.0,True
baseball,baseball,1.0,True
sandwich,sandwich,1.0,True
tile,3,0.0,False
stripes,stripes,1.0,True
metal,stone,0.0,False
rain,umbrellas,0.0,False
ketchup,ketchup,1.0,True
outside,van,0.0,False
shallow,shallow,1.0,True
snowboard,snowboards,0.9,False
left,left,1.0,True
on counter,fridge,0.0,False
towel,toilet,0.5,False
salad,grapes,0.0,False
hat,skis,0.0,False
playing,laying,0.8571428571428572,False
leather,leather,1.0,True
luggage,luggage,1.0,True
snow,snow,1.0,True
sitting,sitting,1.0,True
snowboarding,snowboarding,1.0,True
watch,ring,0.0,False
picture,chandelier,0.0,False
surfing,falling,0.0,False
broccoli,broccoli,1.0,True
bathroom,bathroom,1.0,True
teddy bear,teddy bear,1.0,True
collar,cat,0.0,False
river,river,1.0,True
glasses,nothing,0.0,False
business,good,0.0,False
in air,up,0.0,False
skis,skis,1.0,True
inside,inside,1.0,True
down,up,0.0,False
tie,tie,1.0,True
roses,roses,1.0,True
0,11,0.0,False
double decker,double decker,1.0,True
tan,orange,0.0,False
market,shade,0.0,False
12,7,0.0,False
laptop,laptop,1.0,True
giraffe,giraffe,1.0,True
wii controller,wii remote,0.0,False
hair,tower,0.0,False
7,7,1.0,True
apple,mac,0.0,False
cows,cows,1.0,True
laptop,computer,0.0,False
water,good,0.0,False
forward,right,0.0,False
clay,clay,1.0,True
camera,camera,1.0,True
tracks,tracks,1.0,True
city,train,0.0,False
lunch,lunch,1.0,True
girl,girl,1.0,True
wine glass,beer,0.0,False
wine,wine,1.0,True
wii,wii,1.0,True
back,back,1.0,True
clay,clay,1.0,True
oranges,fruit,0.0,False
hot dog,hot dog,1.0,True
purple,purple,1.0,True
snowboard,snowboard,1.0,True
tennis racket,tennis racket,1.0,True
white,brown,0.0,False
pink,orange,0.0,False
shallow,shallow,1.0,True
sneakers,flip flops,0.0,False
pole,pole,1.0,True
on building,london,0.0,False
horses,horses,1.0,True
sheep,sheep,1.0,True
nike,nike,1.0,True
wine,wine,1.0,True
spring,winter,0.0,False
lamp,bedroom,0.0,False
10,7,0.0,False
bench,bench,1.0,True
sneakers,boots,0.0,False
plastic,plastic,1.0,True
13,21,0.0,False
13,75,0.0,False
kite,kite,1.0,True
sunny,sunny,1.0,True
wine,wine,1.0,True
sleeping,sleeping,1.0,True
camera,man,0.0,False
tie,tie,1.0,True
baseball,baseball,1.0,True
6,9,0.0,False
water,water,1.0,True
lab,mutt,0.0,False
many,15,0.0,False
car,car,1.0,True
green,green,1.0,True
bike,bike,1.0,True
china,china,1.0,True
sandwich,bacon,0.0,False
evening,night,0.0,False
in water,in water,1.0,True
orange,orange,1.0,True
black and white,brown and white,0.7333333333333334,False
pine,pine,1.0,True
car,car,1.0,True
phone,phone,1.0,True
bridge,building,0.0,False
batter,batter,1.0,True
birthday,wedding,0.0,False
lunch,lunch,1.0,True
playing tennis,playing tennis,1.0,True
ski poles,ski poles,1.0,True
bed,bed,1.0,True
zoo,zoo,1.0,True
on counter,counter,0.7,False
identification,eyes,0.0,False
hat,hat,1.0,True
honda,honda,1.0,True
35,35,1.0,True
dirt,dirt,1.0,True
cat,cow,0.0,False
beach,beach,1.0,True
plastic,metal,0.0,False
up,down,0.0,False
clothes,running,0.0,False
red and white,yellow,0.0,False
living room,living room,1.0,True
surfing,surfing,1.0,True
desk,desk,1.0,True
chairs,chairs,1.0,True
old,old,1.0,True
electric,not possible,0.0,False
7,2,0.0,False
bridge,boat,0.0,False
asian,asian,1.0,True
sun,flags,0.0,False
fence,hay,0.0,False
0,6,0.0,False
bus stop,do not enter,0.0,False
yellow,yellow and red,0.0,False
living room,living room,1.0,True
ducks,ducks,1.0,True
many,13,0.0,False
0,0,1.0,True
rainy,rainy,1.0,True
metal,metal,1.0,True
solid,long,0.0,False
sunny,sunny,1.0,True
motorcycle,scooter,0.0,False
female,male,0.6666666666666667,False
picture,glasses,0.0,False
sunglasses,ring,0.0,False
elephant,stool,0.0,False
nothing,hat,0.0,False
bench,bench,1.0,True
truck,truck,1.0,True
male,male,1.0,True
one way,fell,0.0,False
cat,cat,1.0,True
shirt,nothing,0.0,False
birthday,birthday,1.0,True
giraffe,giraffe,1.0,True
on desk,on desk,1.0,True
skiing,skiing,1.0,True
right,left,0.0,False
sitting,sitting,1.0,True
cloudy,rainbow,0.0,False
nothing,tattoo,0.0,False
food,food,1.0,True
small,large,0.0,False
on table,shelf,0.0,False
2,2,1.0,True
airplane,airplane,1.0,True
umbrella,rain,0.0,False
right,right,1.0,True
wii,wii,1.0,True
laptop,tv,0.0,False
luggage,luggage,1.0,True
skateboard,skateboard,1.0,True
5,9,0.0,False
blinds,candle,0.0,False
orange,purple,0.0,False
graffiti,advertisement,0.0,False
strawberries,watermelon,0.0,False
coal,coal,1.0,True
nike,nike,1.0,True
road,road,1.0,True
9,many,0.0,False
electricity,electricity,1.0,True
0,2,0.0,False
summer,spring,0.0,False
kites,car,0.0,False
0,6,0.0,False
yellow and red,yellow,0.0,False
jeans,shorts,0.0,False
table,shelf,0.0,False
10 feet,2 feet,0.7142857142857143,False
table,table,1.0,True
flowers,peace,0.0,False
christmas,halloween,0.0,False
spinach,celery,0.0,False
train,safety,0.0,False
round,rectangle,0.0,False
frosting,sign,0.0,False
sprinkles,sprinkles,1.0,True
chair,books,0.0,False
wood,wood,1.0,True
0,7,0.0,False
parking meter,parking meter,1.0,True
tile,tile,1.0,True
12,12,1.0,True
green,yellow,0.0,False
cow,lion,0.0,False
sandwich,sandwich,1.0,True
train,gas,0.0,False
elephant,elephant,1.0,True
0,3,0.0,False
afternoon,afternoon,1.0,True
eating,standing,0.5,False
owner,owner,1.0,True
playing tennis,ball,0.0,False
sun,crosswalk,0.0,False
man,man,1.0,True
young,young,1.0,True
usa,british,0.0,False
window,window,1.0,True
surfboard,surfboard,1.0,True
chicken,chicken,1.0,True
many,0,0.0,False
pink,green,0.0,False
left,left,1.0,True
9,4,0.0,False
suit,suit,1.0,True
giraffe,giraffes,0.875,False
restaurant,restaurant,1.0,True
apple,apple,1.0,True
grass,grass,1.0,True
tv,dresser,0.0,False
gas,electric,0.0,False
talking on phone,talking on phone,1.0,True
red and white,red and yellow,0.5714285714285714,False
guitar,guitar,1.0,True
no one,family,0.0,False
woman,woman,1.0,True
wilson,wilson,1.0,True
cloudy,clear,0.0,False
refrigerator,cooking,0.0,False
cat,cat,1.0,True
bathroom,bathroom,1.0,True
sitting,sitting,1.0,True
dock,eating,0.0,False
giraffes,giraffe,0.875,False
flying kite,flying kite,1.0,True
cake,cake,1.0,True
english,english,1.0,True
male,female,0.6666666666666667,False
home,orioles,0.0,False
living room,couch,0.0,False
concrete,stop sign,0.0,False
cloudy,cloudy,1.0,True
dry,dry,1.0,True
birds,birds,1.0,True
pizza,pizza,1.0,True
0,1,0.0,False
usa,usa,1.0,True
playing wii,playing wii,1.0,True
tile,plaid,0.0,False
beer,beer,1.0,True
bus,bus,1.0,True
donuts,ketchup,0.0,False
wilson,dell,0.0,False
plane,plane,1.0,True
tan,gray,0.0,False
skateboarding,skateboarding,1.0,True
30,8,0.0,False
snowboard,snowboard,1.0,True
graffiti,e,0.0,False
pizza,pizza,1.0,True
purple,pink,0.0,False
open,open,1.0,True
9,17,0.0,False
clear,white,0.0,False
ball,dog,0.0,False
7,7,1.0,True
bathroom,bathroom,1.0,True
flying,flying,1.0,True
eating,grazing,0.5714285714285714,False
beach,beach,1.0,True
9,2,0.0,False
8,0,0.0,False
bowl,bull,0.5,False
1,3,0.0,False
church,church,1.0,True
stripes,stripes,1.0,True
wood,plastic,0.0,False
suitcase,suitcase,1.0,True
stop,stop,1.0,True
umbrella,person,0.0,False
2,2,1.0,True
female,female,1.0,True
beach,up,0.0,False
fish,nothing,0.0,False
luggage,luggage,1.0,True
pug,pug,1.0,True
high,1,0.0,False
carriage,cars,0.0,False
standing,cold,0.0,False
6,1,0.0,False
24,30,0.0,False
13,11,0.5,False
dogs,dogs,1.0,True
blue,clear,0.0,False
skiing,skiing,1.0,True
ham,cheese,0.0,False
elephant,elephant,1.0,True
helmet,helmet,1.0,True
surfing,in water,0.0,False
chair,table,0.0,False
banana,umbrella,0.0,False
beach,ocean,0.0,False
open,closed,0.0,False
round,rectangle,0.0,False
7,7,1.0,True
bed,laying down,0.0,False
tile,wood,0.0,False
birds,flying,0.0,False
24,24,1.0,True
male,male,1.0,True
blue and white,red,0.0,False
sweet,sweet,1.0,True
sign,windows,0.0,False
0,20,0.5,False
cake,candles,0.0,False
batting,batting,1.0,True
surfing,surfing,1.0,True
hat,backpack,0.0,False
2,3,0.0,False
on tracks,on tracks,1.0,True
dell,dell,1.0,True
carpet,carpet,1.0,True
no one,helmet,0.0,False
zebras,giraffes,0.0,False
nike,nike,1.0,True
on right,fire hydrant,0.0,False
fork,knife,0.0,False
hay,zebras,0.0,False
day,day,1.0,True
night,night,1.0,True
cheese,mushrooms,0.0,False
horse,horse,1.0,True
usa,canada,0.0,False
cat,cat,1.0,True
black and white,black and white,1.0,True
12,4,0.0,False
day,night,0.0,False
train,train,1.0,True
oranges,oranges,1.0,True
blue,yellow and blue,0.0,False
on counter,cabinet,0.0,False
carrot,food,0.0,False
tennis,tennis,1.0,True
donut,donut,1.0,True
snowboard,snowboard,1.0,True
